good_sentence,bad_sentence,suite,suite_broad,wang2021_id,item_id
我 听 着 奶奶 的 声音 。,我 听 着 奶奶 的 面容 。,vo_none,Verb_Noun,16,518
科学家 发明 了 这个 药品 。,科学家 发明 了 这个 规律 。,vo_none,Verb_Noun,17,519
母亲 责备 了 孩子 。,母亲 责备 了 晚饭 。,vo_none,Verb_Noun,18,520
孩子 改正 了 这个 习惯 。,孩子 改正 了 这个 特长 。,vo_none,Verb_Noun,19,521
政府 建造 了 公园 。,政府 建造 了 大海 。,vo_none,Verb_Noun,20,522
我 吸取 了 之前 的 教训 。,我 吸取 了 之前 的 经历 。,vo_none,Verb_Noun,21,523
花园 长满 了 草 。,花园 长满 了 水 。,vo_none,Verb_Noun,22,524
雨水 灌溉 了 田地 。,雨水 灌溉 了 大楼 。,vo_none,Verb_Noun,23,525
我 听从 了 老师 的 建议 。,我 听从 了 老师 的 回忆 。,vo_none,Verb_Noun,24,526
警官 解除 了 警报 。,警官 解除 了 出口 。,vo_none,Verb_Noun,25,527
他 摘 过 一些 水果 。,他 摘 过 一些 化肥 。,vo_none,Verb_Noun,26,528
她 佩戴 过 耳机 。,她 佩戴 过 衣服 。,vo_none,Verb_Noun,27,529
他 在 学校 里 讲 过 课 。,他 在 学校 里 讲 过 饭 。,vo_none,Verb_Noun,28,530
他 去 过 商店 。,他 去 过 店长 。,vo_none,Verb_Noun,29,531
我 看 过 这些 画面 。,我 看 过 这些 声音 。,vo_none,Verb_Noun,30,532
爷爷 安装 过 机器 。,爷爷 安装 过 蔬菜 。,vo_none,Verb_Noun,31,533
她 吃 过 这 些 鱼 。,她 吃 过 这 些 话 。,vo_none,Verb_Noun,32,534
母亲 喝 过 茶 。,母亲 喝 过 纸 。,vo_none,Verb_Noun,33,535
