good_sentence,bad_sentence,suite,good_cond,bad_cond,syntaxgym_id,item_id
The managers that the architect disguised like to gamble.,The managers that the architect disguised likes to gamble.,number_orc,match_plural,mismatch_plural,5,502
The customer that the athletes hated enjoys playing tennis.,The customer that the athletes hated enjoy playing tennis.,number_orc,match_sing,mismatch_sing,6,503
The customers that the athlete hated enjoy playing tennis.,The customers that the athlete hated enjoys playing tennis.,number_orc,match_plural,mismatch_plural,6,504
The officer that the actors liked is good.,The officer that the actors liked are good.,number_orc,match_sing,mismatch_sing,7,505
The officers that the actor liked are good.,The officers that the actor liked is good.,number_orc,match_plural,mismatch_plural,7,506
The teacher that the ministers hurt is good.,The teacher that the ministers hurt are good.,number_orc,match_sing,mismatch_sing,8,507
The teachers that the minister hurt are good.,The teachers that the minister hurt is good.,number_orc,match_plural,mismatch_plural,8,508
The senator that the actors injured is good.,The senator that the actors injured are good.,number_orc,match_sing,mismatch_sing,9,509
The senators that the actor injured are good.,The senators that the actor injured is good.,number_orc,match_plural,mismatch_plural,9,510
The consultant that the secretaries doubted is good.,The consultant that the secretaries doubted are good.,number_orc,match_sing,mismatch_sing,10,511
The consultants that the secretary doubted are good.,The consultants that the secretary doubted is good.,number_orc,match_plural,mismatch_plural,10,512
The guard that the executives embarrassed is good.,The guard that the executives embarrassed are good.,number_orc,match_sing,mismatch_sing,11,513
The guards that the executive embarrassed are playing tennis.,The guards that the executive embarrassed is playing tennis.,number_orc,match_plural,mismatch_plural,11,514
The clerk that the authors disguised is good.,The clerk that the authors disguised are good.,number_orc,match_sing,mismatch_sing,12,515
The clerks that the author disguised are good.,The clerks that the author disguised is good.,number_orc,match_plural,mismatch_plural,12,516
The architect that the pilots hated is good.,The architect that the pilots hated are good.,number_orc,match_sing,mismatch_sing,13,517
The architects that the pilot hated are good.,The architects that the pilot hated is good.,number_orc,match_plural,mismatch_plural,13,518
The athlete that the doctors admired brings good feelings.,The athlete that the doctors admired bring good feelings.,number_orc,match_sing,mismatch_sing,14,519
The athletes that the doctor admired bring good feelings.,The athletes that the doctor admired brings good feelings.,number_orc,match_plural,mismatch_plural,14,520
The actor that the farmers hurt interests people.,The actor that the farmers hurt interest people.,number_orc,match_sing,mismatch_sing,15,521
The actors that the farmer hurt interest people.,The actors that the farmer hurt interests people.,number_orc,match_plural,mismatch_plural,15,522
The minister that the managers injured knows many people.,The minister that the managers injured know many people.,number_orc,match_sing,mismatch_sing,16,523
The ministers that the manager injured know tennis.,The ministers that the manager injured knows tennis.,number_orc,match_plural,mismatch_plural,16,524
The taxi driver that the customers doubted likes to gamble.,The taxi driver that the customers doubted like to gamble.,number_orc,match_sing,mismatch_sing,17,525
The taxi drivers that the customer doubted like tennis.,The taxi drivers that the customer doubted likes tennis.,number_orc,match_plural,mismatch_plural,17,526
The secretary that the officers embarrassed enjoys playing tennis.,The secretary that the officers embarrassed enjoy playing tennis.,number_orc,match_sing,mismatch_sing,18,527
The secretaries that the officer embarrassed enjoy tennis.,The secretaries that the officer embarrassed enjoys tennis.,number_orc,match_plural,mismatch_plural,18,528
The executive that the teachers disguised is good.,The executive that the teachers disguised are good.,number_orc,match_sing,mismatch_sing,19,529
The executives that the teacher disguised are good.,The executives that the teacher disguised is good.,number_orc,match_plural,mismatch_plural,19,530
The author next to the senators is good.,The author next to the senators are good.,number_prep,match_sing,mismatch_sing,1,531
The authors next to the senator are good.,The authors next to the senator is good.,number_prep,match_plural,mismatch_plural,1,532
The pilot behind the teachers brings love to people.,The pilot behind the teachers bring love to people.,number_prep,match_sing,mismatch_sing,2,533
The pilots behind the teacher bring love to people.,The pilots behind the teacher brings love to people.,number_prep,match_plural,mismatch_plural,2,534
The doctor in front of the guards interests people.,The doctor in front of the guards interest people.,number_prep,match_sing,mismatch_sing,3,535
The doctors in front of the guard interest people.,The doctors in front of the guard interests people.,number_prep,match_plural,mismatch_plural,3,536
The farmer near the clerks knows many people.,The farmer near the clerks know many people.,number_prep,match_sing,mismatch_sing,4,537
The farmers near the clerk know many people.,The farmers near the clerk knows many people.,number_prep,match_plural,mismatch_plural,4,538
The manager to the side of the architects likes to gamble.,The manager to the side of the architects like to gamble.,number_prep,match_sing,mismatch_sing,5,539
The managers to the side of the architect like to gamble.,The managers to the side of the architect likes to gamble.,number_prep,match_plural,mismatch_plural,5,540
The customer across from the athletes enjoys playing tennis.,The customer across from the athletes enjoy playing tennis.,number_prep,match_sing,mismatch_sing,6,541
The customers across from the athlete enjoy playing tennis.,The customers across from the athlete enjoys playing tennis.,number_prep,match_plural,mismatch_plural,6,542
The officer next to the actors is good.,The officer next to the actors are good.,number_prep,match_sing,mismatch_sing,7,543
The officers next to the actor are good.,The officers next to the actor is good.,number_prep,match_plural,mismatch_plural,7,544
The teacher behind the ministers is good.,The teacher behind the ministers are good.,number_prep,match_sing,mismatch_sing,8,545
The teachers behind the minister are good.,The teachers behind the minister is good.,number_prep,match_plural,mismatch_plural,8,546
The senator in front of the actors is good.,The senator in front of the actors are good.,number_prep,match_sing,mismatch_sing,9,547
The senators in front of the actor are good.,The senators in front of the actor is good.,number_prep,match_plural,mismatch_plural,9,548
The consultant near the secretaries is good.,The consultant near the secretaries are good.,number_prep,match_sing,mismatch_sing,10,549
The consultants near the secretary are good.,The consultants near the secretary is good.,number_prep,match_plural,mismatch_plural,10,550
The guard to the side of the executives is good.,The guard to the side of the executives are good.,number_prep,match_sing,mismatch_sing,11,551
The guards to the side of the executive are playing tennis.,The guards to the side of the executive is playing tennis.,number_prep,match_plural,mismatch_plural,11,552
The clerk across from the authors is good.,The clerk across from the authors are good.,number_prep,match_sing,mismatch_sing,12,553
The clerks across from the author are good.,The clerks across from the author is good.,number_prep,match_plural,mismatch_plural,12,554
The architect next to the pilots is good.,The architect next to the pilots are good.,number_prep,match_sing,mismatch_sing,13,555
The architects next to the pilot are good.,The architects next to the pilot is good.,number_prep,match_plural,mismatch_plural,13,556
The athlete behind the doctors brings good feelings.,The athlete behind the doctors bring good feelings.,number_prep,match_sing,mismatch_sing,14,557
The athletes behind the doctor bring good feelings.,The athletes behind the doctor brings good feelings.,number_prep,match_plural,mismatch_plural,14,558
The actor in front of the farmers interests people.,The actor in front of the farmers interest people.,number_prep,match_sing,mismatch_sing,15,559
The actors in front of the farmer interest people.,The actors in front of the farmer interests people.,number_prep,match_plural,mismatch_plural,15,560
The minister near the managers knows many people.,The minister near the managers know many people.,number_prep,match_sing,mismatch_sing,16,561
The ministers near the manager know tennis.,The ministers near the manager knows tennis.,number_prep,match_plural,mismatch_plural,16,562
The taxi driver to the side of the customers likes to gamble.,The taxi driver to the side of the customers like to gamble.,number_prep,match_sing,mismatch_sing,17,563
The taxi drivers to the side of the customer like tennis.,The taxi drivers to the side of the customer likes tennis.,number_prep,match_plural,mismatch_plural,17,564
The secretary across from the officers enjoys playing tennis.,The secretary across from the officers enjoy playing tennis.,number_prep,match_sing,mismatch_sing,18,565
The secretaries across from the officer enjoy tennis.,The secretaries across from the officer enjoys tennis.,number_prep,match_plural,mismatch_plural,18,566
The executive next to the teachers is good.,The executive next to the teachers are good.,number_prep,match_sing,mismatch_sing,19,567
The executives next to the teacher are good.,The executives next to the teacher is good.,number_prep,match_plural,mismatch_plural,19,568
The author that hurt the senators is good.,The author that hurt the senators are good.,number_src,match_sing,mismatch_sing,1,569
The authors that hurt the senator are good.,The authors that hurt the senator is good.,number_src,match_plural,mismatch_plural,1,570
The pilot that injured the teachers brings love to people.,The pilot that injured the teachers bring love to people.,number_src,match_sing,mismatch_sing,2,571
The pilots that injured the teacher bring love to people.,The pilots that injured the teacher brings love to people.,number_src,match_plural,mismatch_plural,2,572
The doctor that ignored the guards interests people.,The doctor that ignored the guards interest people.,number_src,match_sing,mismatch_sing,3,573
The doctors that ignored the guard interest people.,The doctors that ignored the guard interests people.,number_src,match_plural,mismatch_plural,3,574
The farmer that embarrassed the clerks knows many people.,The farmer that embarrassed the clerks know many people.,number_src,match_sing,mismatch_sing,4,575
The farmers that embarrassed the clerk know many people.,The farmers that embarrassed the clerk knows many people.,number_src,match_plural,mismatch_plural,4,576
The manager that disguised the architects likes to gamble.,The manager that disguised the architects like to gamble.,number_src,match_sing,mismatch_sing,5,577
The managers that disguised the architect like to gamble.,The managers that disguised the architect likes to gamble.,number_src,match_plural,mismatch_plural,5,578
The customer that hated the athletes enjoys playing tennis.,The customer that hated the athletes enjoy playing tennis.,number_src,match_sing,mismatch_sing,6,579
The customers that hated the athlete enjoy playing tennis.,The customers that hated the athlete enjoys playing tennis.,number_src,match_plural,mismatch_plural,6,580
The officer that liked the actors is good.,The officer that liked the actors are good.,number_src,match_sing,mismatch_sing,7,581
The officers that liked the actor are good.,The officers that liked the actor is good.,number_src,match_plural,mismatch_plural,7,582
The teacher that hurt the ministers is good.,The teacher that hurt the ministers are good.,number_src,match_sing,mismatch_sing,8,583
The teachers that hurt the minister are good.,The teachers that hurt the minister is good.,number_src,match_plural,mismatch_plural,8,584
The senator that injured the actors is good.,The senator that injured the actors are good.,number_src,match_sing,mismatch_sing,9,585
The senators that injured the actor are good.,The senators that injured the actor is good.,number_src,match_plural,mismatch_plural,9,586
The consultant that ignored the secretaries is good.,The consultant that ignored the secretaries are good.,number_src,match_sing,mismatch_sing,10,587
The consultants that ignored the secretary are good.,The consultants that ignored the secretary is good.,number_src,match_plural,mismatch_plural,10,588
The guard that embarrassed the executives is good.,The guard that embarrassed the executives are good.,number_src,match_sing,mismatch_sing,11,589
The guards that embarrassed the executive are playing tennis.,The guards that embarrassed the executive is playing tennis.,number_src,match_plural,mismatch_plural,11,590
The clerk that disguised the authors is good.,The clerk that disguised the authors are good.,number_src,match_sing,mismatch_sing,12,591
The clerks that disguised the author are good.,The clerks that disguised the author is good.,number_src,match_plural,mismatch_plural,12,592
The architect that hated the pilots is good.,The architect that hated the pilots are good.,number_src,match_sing,mismatch_sing,13,593
The architects that hated the pilot are good.,The architects that hated the pilot is good.,number_src,match_plural,mismatch_plural,13,594
The athlete that admired the doctors brings good feelings.,The athlete that admired the doctors bring good feelings.,number_src,match_sing,mismatch_sing,14,595
The athletes that admired the doctor bring good feelings.,The athletes that admired the doctor brings good feelings.,number_src,match_plural,mismatch_plural,14,596
The actor that hurt the farmers interests people.,The actor that hurt the farmers interest people.,number_src,match_sing,mismatch_sing,15,597
The actors that hurt the farmer interest people.,The actors that hurt the farmer interests people.,number_src,match_plural,mismatch_plural,15,598
The minister that injured the managers knows many people.,The minister that injured the managers know many people.,number_src,match_sing,mismatch_sing,16,599
The ministers that injured the manager know tennis.,The ministers that injured the manager knows tennis.,number_src,match_plural,mismatch_plural,16,600
The taxi driver that ignored the customers likes to gamble.,The taxi driver that ignored the customers like to gamble.,number_src,match_sing,mismatch_sing,17,601
The taxi drivers that ignored the customer like tennis.,The taxi drivers that ignored the customer likes tennis.,number_src,match_plural,mismatch_plural,17,602
The secretary that embarrassed the officers enjoys playing tennis.,The secretary that embarrassed the officers enjoy playing tennis.,number_src,match_sing,mismatch_sing,18,603
The secretaries that embarrassed the officer enjoy tennis.,The secretaries that embarrassed the officer enjoys tennis.,number_src,match_plural,mismatch_plural,18,604
The executive that disguised the teachers is good.,The executive that disguised the teachers are good.,number_src,match_sing,mismatch_sing,19,605
The executives that disguised the teacher are good.,The executives that disguised the teacher is good.,number_src,match_plural,mismatch_plural,19,606
The author that the senators liked hurt herself.,The author that the senators liked hurt themselves.,reflexive_orc_fem,match_sing,mismatch_sing,1,607
The authors that the senator liked hurt themselves.,The authors that the senator liked hurt herself.,reflexive_orc_fem,match_plural,mismatch_plural,1,608
The pilot that the teachers met injured herself.,The pilot that the teachers met injured themselves.,reflexive_orc_fem,match_sing,mismatch_sing,2,609
The pilots that the teacher met injured themselves.,The pilots that the teacher met injured herself.,reflexive_orc_fem,match_plural,mismatch_plural,2,610
The doctor that the guards hated suspected herself.,The doctor that the guards hated suspected themselves.,reflexive_orc_fem,match_sing,mismatch_sing,3,611
The doctors that the guard hated suspected themselves.,The doctors that the guard hated suspected herself.,reflexive_orc_fem,match_plural,mismatch_plural,3,612
The farmer that the clerks discussed embarrassed herself.,The farmer that the clerks discussed embarrassed themselves.,reflexive_orc_fem,match_sing,mismatch_sing,4,613
The farmers that the clerk discussed injured themselves.,The farmers that the clerk discussed injured herself.,reflexive_orc_fem,match_plural,mismatch_plural,4,614
The manager that the architects loved disguised herself.,The manager that the architects loved disguised themselves.,reflexive_orc_fem,match_sing,mismatch_sing,5,615
The managers that the architect loved suspected themselves.,The managers that the architect loved suspected herself.,reflexive_orc_fem,match_plural,mismatch_plural,5,616
The customer that the athletes liked hated herself.,The customer that the athletes liked hated themselves.,reflexive_orc_fem,match_sing,mismatch_sing,6,617
The customers that the athlete liked embarrassed themselves.,The customers that the athlete liked embarrassed herself.,reflexive_orc_fem,match_plural,mismatch_plural,6,618
The officer that the actors met doubted herself.,The officer that the actors met doubted themselves.,reflexive_orc_fem,match_sing,mismatch_sing,7,619
The officers that the actor met disguised themselves.,The officers that the actor met disguised herself.,reflexive_orc_fem,match_plural,mismatch_plural,7,620
The teacher that the ministers hated hurt herself.,The teacher that the ministers hated hurt themselves.,reflexive_orc_fem,match_sing,mismatch_sing,8,621
The teachers that the minister hated hated themselves.,The teachers that the minister hated hated herself.,reflexive_orc_fem,match_plural,mismatch_plural,8,622
The senator that the actors discussed injured herself.,The senator that the actors discussed injured themselves.,reflexive_orc_fem,match_sing,mismatch_sing,9,623
The senators that the actor discussed doubted themselves.,The senators that the actor discussed doubted herself.,reflexive_orc_fem,match_plural,mismatch_plural,9,624
The consultant that the secretaries loved suspected herself.,The consultant that the secretaries loved suspected themselves.,reflexive_orc_fem,match_sing,mismatch_sing,10,625
The consultants that the secretary loved hurt themselves.,The consultants that the secretary loved hurt herself.,reflexive_orc_fem,match_plural,mismatch_plural,10,626
The guard that the executives liked embarrassed herself.,The guard that the executives liked embarrassed themselves.,reflexive_orc_fem,match_sing,mismatch_sing,11,627
The guards that the executive liked injured themselves.,The guards that the executive liked injured herself.,reflexive_orc_fem,match_plural,mismatch_plural,11,628
The clerk that the authors met disguised herself.,The clerk that the authors met disguised themselves.,reflexive_orc_fem,match_sing,mismatch_sing,12,629
The clerks that the author met suspected themselves.,The clerks that the author met suspected herself.,reflexive_orc_fem,match_plural,mismatch_plural,12,630
The architect that the pilots hated hated herself.,The architect that the pilots hated hated themselves.,reflexive_orc_fem,match_sing,mismatch_sing,13,631
The architects that the pilot hated embarrassed themselves.,The architects that the pilot hated embarrassed herself.,reflexive_orc_fem,match_plural,mismatch_plural,13,632
The athlete that the doctors discussed doubted herself.,The athlete that the doctors discussed doubted themselves.,reflexive_orc_fem,match_sing,mismatch_sing,14,633
The athletes that the doctor discussed disguised themselves.,The athletes that the doctor discussed disguised herself.,reflexive_orc_fem,match_plural,mismatch_plural,14,634
The actor that the farmers loved hurt herself.,The actor that the farmers loved hurt themselves.,reflexive_orc_fem,match_sing,mismatch_sing,15,635
The actors that the farmer loved hated themselves.,The actors that the farmer loved hated herself.,reflexive_orc_fem,match_plural,mismatch_plural,15,636
The minister that the managers liked injured herself.,The minister that the managers liked injured themselves.,reflexive_orc_fem,match_sing,mismatch_sing,16,637
The ministers that the manager liked doubted themselves.,The ministers that the manager liked doubted herself.,reflexive_orc_fem,match_plural,mismatch_plural,16,638
The taxi driver that the customers met suspected herself.,The taxi driver that the customers met suspected themselves.,reflexive_orc_fem,match_sing,mismatch_sing,17,639
The taxi drivers that the customer met hurt themselves.,The taxi drivers that the customer met hurt herself.,reflexive_orc_fem,match_plural,mismatch_plural,17,640
The secretary that the officers hated embarrassed herself.,The secretary that the officers hated embarrassed themselves.,reflexive_orc_fem,match_sing,mismatch_sing,18,641
The secretaries that the officer hated injured themselves.,The secretaries that the officer hated injured herself.,reflexive_orc_fem,match_plural,mismatch_plural,18,642
The executive that the teachers discussed disguised herself.,The executive that the teachers discussed disguised themselves.,reflexive_orc_fem,match_sing,mismatch_sing,19,643
The executives that the teacher discussed suspected themselves.,The executives that the teacher discussed suspected herself.,reflexive_orc_fem,match_plural,mismatch_plural,19,644
The author that the senators liked hurt himself.,The author that the senators liked hurt themselves.,reflexive_orc_masc,match_sing,mismatch_sing,1,645
The authors that the senator liked hurt themselves.,The authors that the senator liked hurt himself.,reflexive_orc_masc,match_plural,mismatch_plural,1,646
The pilot that the teachers met injured himself.,The pilot that the teachers met injured themselves.,reflexive_orc_masc,match_sing,mismatch_sing,2,647
The pilots that the teacher met injured themselves.,The pilots that the teacher met injured himself.,reflexive_orc_masc,match_plural,mismatch_plural,2,648
The doctor that the guards hated trusted himself.,The doctor that the guards hated trusted themselves.,reflexive_orc_masc,match_sing,mismatch_sing,3,649
The doctors that the guard hated trusted themselves.,The doctors that the guard hated trusted himself.,reflexive_orc_masc,match_plural,mismatch_plural,3,650
The farmer that the clerks discussed embarrassed himself.,The farmer that the clerks discussed embarrassed themselves.,reflexive_orc_masc,match_sing,mismatch_sing,4,651
The farmers that the clerk discussed injured themselves.,The farmers that the clerk discussed injured himself.,reflexive_orc_masc,match_plural,mismatch_plural,4,652
The manager that the architects loved disguised himself.,The manager that the architects loved disguised themselves.,reflexive_orc_masc,match_sing,mismatch_sing,5,653
The managers that the architect loved trusted themselves.,The managers that the architect loved trusted himself.,reflexive_orc_masc,match_plural,mismatch_plural,5,654
The customer that the athletes liked hated himself.,The customer that the athletes liked hated themselves.,reflexive_orc_masc,match_sing,mismatch_sing,6,655
The customers that the athlete liked embarrassed themselves.,The customers that the athlete liked embarrassed himself.,reflexive_orc_masc,match_plural,mismatch_plural,6,656
The officer that the actors met doubted himself.,The officer that the actors met doubted themselves.,reflexive_orc_masc,match_sing,mismatch_sing,7,657
The officers that the actor met disguised themselves.,The officers that the actor met disguised himself.,reflexive_orc_masc,match_plural,mismatch_plural,7,658
The teacher that the ministers hated hurt himself.,The teacher that the ministers hated hurt themselves.,reflexive_orc_masc,match_sing,mismatch_sing,8,659
The teachers that the minister hated hated themselves.,The teachers that the minister hated hated himself.,reflexive_orc_masc,match_plural,mismatch_plural,8,660
The senator that the actors discussed injured himself.,The senator that the actors discussed injured themselves.,reflexive_orc_masc,match_sing,mismatch_sing,9,661
The senators that the actor discussed doubted themselves.,The senators that the actor discussed doubted himself.,reflexive_orc_masc,match_plural,mismatch_plural,9,662
The consultant that the secretaries loved trusted himself.,The consultant that the secretaries loved trusted themselves.,reflexive_orc_masc,match_sing,mismatch_sing,10,663
The consultants that the secretary loved hurt themselves.,The consultants that the secretary loved hurt himself.,reflexive_orc_masc,match_plural,mismatch_plural,10,664
The guard that the executives liked embarrassed himself.,The guard that the executives liked embarrassed themselves.,reflexive_orc_masc,match_sing,mismatch_sing,11,665
The guards that the executive liked injured themselves.,The guards that the executive liked injured himself.,reflexive_orc_masc,match_plural,mismatch_plural,11,666
The clerk that the authors met disguised himself.,The clerk that the authors met disguised themselves.,reflexive_orc_masc,match_sing,mismatch_sing,12,667
The clerks that the author met trusted themselves.,The clerks that the author met trusted himself.,reflexive_orc_masc,match_plural,mismatch_plural,12,668
The architect that the pilots hated hated himself.,The architect that the pilots hated hated themselves.,reflexive_orc_masc,match_sing,mismatch_sing,13,669
The architects that the pilot hated embarrassed themselves.,The architects that the pilot hated embarrassed himself.,reflexive_orc_masc,match_plural,mismatch_plural,13,670
The athlete that the doctors discussed doubted himself.,The athlete that the doctors discussed doubted themselves.,reflexive_orc_masc,match_sing,mismatch_sing,14,671
The athletes that the doctor discussed disguised themselves.,The athletes that the doctor discussed disguised himself.,reflexive_orc_masc,match_plural,mismatch_plural,14,672
The actor that the farmers loved hurt himself.,The actor that the farmers loved hurt themselves.,reflexive_orc_masc,match_sing,mismatch_sing,15,673
The actors that the farmer loved hated themselves.,The actors that the farmer loved hated himself.,reflexive_orc_masc,match_plural,mismatch_plural,15,674
The minister that the managers liked injured himself.,The minister that the managers liked injured themselves.,reflexive_orc_masc,match_sing,mismatch_sing,16,675
The ministers that the manager liked doubted themselves.,The ministers that the manager liked doubted himself.,reflexive_orc_masc,match_plural,mismatch_plural,16,676
The taxi driver that the customers met trusted himself.,The taxi driver that the customers met trusted themselves.,reflexive_orc_masc,match_sing,mismatch_sing,17,677
The taxi drivers that the customer met hurt themselves.,The taxi drivers that the customer met hurt himself.,reflexive_orc_masc,match_plural,mismatch_plural,17,678
The secretary that the officers hated embarrassed himself.,The secretary that the officers hated embarrassed themselves.,reflexive_orc_masc,match_sing,mismatch_sing,18,679
The secretaries that the officer hated injured themselves.,The secretaries that the officer hated injured himself.,reflexive_orc_masc,match_plural,mismatch_plural,18,680
The executive that the teachers discussed disguised himself.,The executive that the teachers discussed disguised themselves.,reflexive_orc_masc,match_sing,mismatch_sing,19,681
The executives that the teacher discussed trusted themselves.,The executives that the teacher discussed trusted himself.,reflexive_orc_masc,match_plural,mismatch_plural,19,682
The author next to the senators hurt herself.,The author next to the senators hurt themselves.,reflexive_prep_fem,match_sing,mismatch_sing,1,683
The authors next to the senator hurt themselves.,The authors next to the senator hurt herself.,reflexive_prep_fem,match_plural,mismatch_plural,1,684
The pilot behind the teachers injured herself.,The pilot behind the teachers injured themselves.,reflexive_prep_fem,match_sing,mismatch_sing,2,685
The pilots behind the teacher injured themselves.,The pilots behind the teacher injured herself.,reflexive_prep_fem,match_plural,mismatch_plural,2,686
The doctor in front of the guards trusted herself.,The doctor in front of the guards trusted themselves.,reflexive_prep_fem,match_sing,mismatch_sing,3,687
The doctors in front of the guard trusted themselves.,The doctors in front of the guard trusted herself.,reflexive_prep_fem,match_plural,mismatch_plural,3,688
The farmer near the clerks embarrassed herself.,The farmer near the clerks embarrassed themselves.,reflexive_prep_fem,match_sing,mismatch_sing,4,689
The farmers near the clerk embarrassed themselves.,The farmers near the clerk embarrassed herself.,reflexive_prep_fem,match_plural,mismatch_plural,4,690
The manager to the side of the architects disguised herself.,The manager to the side of the architects disguised themselves.,reflexive_prep_fem,match_sing,mismatch_sing,5,691
The managers to the side of the architect disguised themselves.,The managers to the side of the architect disguised herself.,reflexive_prep_fem,match_plural,mismatch_plural,5,692
The customer across from the athletes hated herself.,The customer across from the athletes hated themselves.,reflexive_prep_fem,match_sing,mismatch_sing,6,693
The customers across from the athlete hated themselves.,The customers across from the athlete hated herself.,reflexive_prep_fem,match_plural,mismatch_plural,6,694
The officer next to the actors doubted herself.,The officer next to the actors doubted themselves.,reflexive_prep_fem,match_sing,mismatch_sing,7,695
The officers next to the actor doubted themselves.,The officers next to the actor doubted herself.,reflexive_prep_fem,match_plural,mismatch_plural,7,696
The teacher behind the ministers hurt herself.,The teacher behind the ministers hurt themselves.,reflexive_prep_fem,match_sing,mismatch_sing,8,697
The teachers behind the minister hurt themselves.,The teachers behind the minister hurt herself.,reflexive_prep_fem,match_plural,mismatch_plural,8,698
The senator in front of the actors injured herself.,The senator in front of the actors injured themselves.,reflexive_prep_fem,match_sing,mismatch_sing,9,699
The senators in front of the actor injured themselves.,The senators in front of the actor injured herself.,reflexive_prep_fem,match_plural,mismatch_plural,9,700
The consultant near the secretaries suspected herself.,The consultant near the secretaries suspected themselves.,reflexive_prep_fem,match_sing,mismatch_sing,10,701
The consultants near the secretary suspected themselves.,The consultants near the secretary suspected herself.,reflexive_prep_fem,match_plural,mismatch_plural,10,702
The guard to the side of the executives embarrassed herself.,The guard to the side of the executives embarrassed themselves.,reflexive_prep_fem,match_sing,mismatch_sing,11,703
The guards to the side of the executive embarrassed themselves.,The guards to the side of the executive embarrassed herself.,reflexive_prep_fem,match_plural,mismatch_plural,11,704
The clerk across from the authors disguised herself.,The clerk across from the authors disguised themselves.,reflexive_prep_fem,match_sing,mismatch_sing,12,705
The clerks across from the author disguised themselves.,The clerks across from the author disguised herself.,reflexive_prep_fem,match_plural,mismatch_plural,12,706
The architect next to the pilots hated herself.,The architect next to the pilots hated themselves.,reflexive_prep_fem,match_sing,mismatch_sing,13,707
The architects next to the pilot hated themselves.,The architects next to the pilot hated herself.,reflexive_prep_fem,match_plural,mismatch_plural,13,708
The athlete behind the doctors doubted herself.,The athlete behind the doctors doubted themselves.,reflexive_prep_fem,match_sing,mismatch_sing,14,709
The athletes behind the doctor doubted themselves.,The athletes behind the doctor doubted herself.,reflexive_prep_fem,match_plural,mismatch_plural,14,710
The actor in front of the farmers hurt herself.,The actor in front of the farmers hurt themselves.,reflexive_prep_fem,match_sing,mismatch_sing,15,711
The actors in front of the farmer hurt themselves.,The actors in front of the farmer hurt herself.,reflexive_prep_fem,match_plural,mismatch_plural,15,712
The minister near the managers injured herself.,The minister near the managers injured themselves.,reflexive_prep_fem,match_sing,mismatch_sing,16,713
The ministers near the manager injured themselves.,The ministers near the manager injured herself.,reflexive_prep_fem,match_plural,mismatch_plural,16,714
The taxi driver to the side of the customers suspected herself.,The taxi driver to the side of the customers suspected themselves.,reflexive_prep_fem,match_sing,mismatch_sing,17,715
The taxi drivers to the side of the customer suspected themselves.,The taxi drivers to the side of the customer suspected herself.,reflexive_prep_fem,match_plural,mismatch_plural,17,716
The secretary across from the officers embarrassed herself.,The secretary across from the officers embarrassed themselves.,reflexive_prep_fem,match_sing,mismatch_sing,18,717
The secretaries across from the officer embarrassed themselves.,The secretaries across from the officer embarrassed herself.,reflexive_prep_fem,match_plural,mismatch_plural,18,718
The executive next to the teachers disguised herself.,The executive next to the teachers disguised themselves.,reflexive_prep_fem,match_sing,mismatch_sing,19,719
The executives next to the teacher disguised themselves.,The executives next to the teacher disguised herself.,reflexive_prep_fem,match_plural,mismatch_plural,19,720
The author next to the senators hurt himself.,The author next to the senators hurt themselves.,reflexive_prep_masc,match_sing,mismatch_sing,1,721
The authors next to the senator hurt themselves.,The authors next to the senator hurt himself.,reflexive_prep_masc,match_plural,mismatch_plural,1,722
The pilot behind the teachers injured himself.,The pilot behind the teachers injured themselves.,reflexive_prep_masc,match_sing,mismatch_sing,2,723
The pilots behind the teacher injured themselves.,The pilots behind the teacher injured himself.,reflexive_prep_masc,match_plural,mismatch_plural,2,724
The doctor in front of the guards suspected himself.,The doctor in front of the guards suspected themselves.,reflexive_prep_masc,match_sing,mismatch_sing,3,725
The doctors in front of the guard suspected themselves.,The doctors in front of the guard suspected himself.,reflexive_prep_masc,match_plural,mismatch_plural,3,726
The farmer near the clerks embarrassed himself.,The farmer near the clerks embarrassed themselves.,reflexive_prep_masc,match_sing,mismatch_sing,4,727
The farmers near the clerk embarrassed themselves.,The farmers near the clerk embarrassed himself.,reflexive_prep_masc,match_plural,mismatch_plural,4,728
The manager to the side of the architects disguised himself.,The manager to the side of the architects disguised themselves.,reflexive_prep_masc,match_sing,mismatch_sing,5,729
The managers to the side of the architect disguised themselves.,The managers to the side of the architect disguised himself.,reflexive_prep_masc,match_plural,mismatch_plural,5,730
The customer across from the athletes hated himself.,The customer across from the athletes hated themselves.,reflexive_prep_masc,match_sing,mismatch_sing,6,731
The customers across from the athlete hated themselves.,The customers across from the athlete hated himself.,reflexive_prep_masc,match_plural,mismatch_plural,6,732
The officer next to the actors doubted himself.,The officer next to the actors doubted themselves.,reflexive_prep_masc,match_sing,mismatch_sing,7,733
The officers next to the actor doubted themselves.,The officers next to the actor doubted himself.,reflexive_prep_masc,match_plural,mismatch_plural,7,734
The teacher behind the ministers hurt himself.,The teacher behind the ministers hurt themselves.,reflexive_prep_masc,match_sing,mismatch_sing,8,735
The teachers behind the minister hurt themselves.,The teachers behind the minister hurt himself.,reflexive_prep_masc,match_plural,mismatch_plural,8,736
The senator in front of the actors injured himself.,The senator in front of the actors injured themselves.,reflexive_prep_masc,match_sing,mismatch_sing,9,737
The senators in front of the actor injured themselves.,The senators in front of the actor injured himself.,reflexive_prep_masc,match_plural,mismatch_plural,9,738
